respondent_id,age,gender,nationality_region,emirate,education_level,field_of_study,target_industry,years_experience,career_stage,employment_status,monthly_income_aed,goal_type,primary_challenge,signup_channel,subscription_tier,months_active,sessions_attended,messages_sent,num_mentors,mentor_industry_match,mentor_match_score,avg_session_rating,response_time_hours,goals_completed,income_growth_pct,skills_gained,confidence_score,referred_friend,days_to_subscribe,churned,career_outcome
MM0381,29,Female,Western,Ajman,Bachelor's,Business,Retail,4.4,Junior,Employed,7200.0,Skill Development,Limited Professional Network,University Partnership,Free,5,5,28,2,Yes,69,3.3,32,2,15.7,2,2.6,No,,,Limited
MM0382,34,Female,East/SE Asian,Dubai,Diploma,Other,Technology / IT,2.7,Entry-Level,Underemployed,5400.0,Skill Development,Interview Preparation,LinkedIn,Free,2,7,29,1,No,53,3.7,21,1,-14.8,2,1.8,No,,,Limited
MM0383,20,Female,MENA (Arab),Ajman,PhD,Finance,Hospitality & Tourism,1.8,Entry-Level,Unemployed,0.0,Job Placement,Limited Professional Network,LinkedIn,Basic,3,10,52,3,Yes,76,4.3,38,3,5.0,2,7.2,Yes,5.0,No,Positive
MM0384,22,Female,South Asian,Sharjah,Bachelor's,Arts & Humanities,Real Estate,6.0,Mid-Level,Unemployed,0.0,Salary Increase,Salary Negotiation,Google Search,Premium,11,8,41,2,Yes,78,3.1,4,4,22.0,5,4.6,No,2.0,No,Positive
MM0385,20,Male,South Asian,Dubai,Bachelor's,IT / Computer Science,Real Estate,4.3,Junior,Unemployed,0.0,Promotion,Interview Preparation,Instagram,Free,16,17,89,1,Yes,63,3.5,1,5,19.8,5,5.9,No,,,Positive
MM0386,24,Female,MENA (Arab),Abu Dhabi,Bachelor's,Business,Marketing & Media,0.7,Student / Fresh Grad,Unemployed,0.0,Job Placement,Limited Professional Network,Instagram,Free,5,3,9,1,Yes,79,3.8,29,1,-7.9,2,1.3,No,,,Limited
MM0387,30,Male,South Asian,Abu Dhabi,Bachelor's,Finance,Real Estate,0.7,Student / Fresh Grad,Student,0.0,Salary Increase,Visa / Sponsorship,Referral,Premium,8,14,64,1,Yes,79,3.5,3,1,30.8,2,8.5,No,19.0,No,Positive
MM0388,31,Female,South Asian, Dubai ,Bachelor's,IT / Computer Science,Retail,1.9,Entry-Level,Underemployed,2900.0,Career Switch,Limited Professional Network,LinkedIn,Basic,11,12,43,1,No,47,3.7,11,3,19.9,6,3.5,Yes,5.0,No,Positive
MM0389,29,Male,South Asian,Dubai,PhD,Business,Marketing & Media,0.8,Student / Fresh Grad,Unemployed,0.0,Career Switch,Salary Negotiation,Referral,Free,13,15,79,1,No,56,3.0,17,2,22.8,4,4.8,No,,,Positive
MM0390,21,Male,MENA (Arab),Abu Dhabi,Bachelor's,Healthcare,Finance & Banking,5.4,Junior,Employed,14700.0,Job Placement,Skills Gap,University Partnership,Basic,5,4,37,1,Yes,79,3.7,5,2,0.5,2,3.0,Yes,4.0,No,Limited
MM0391,20,Female,South Asian,Abu Dhabi,Bachelor's,Finance,Logistics & Supply Chain,1.7,Entry-Level,Unemployed,0.0,Job Placement,Limited Professional Network,Referral,Premium,5,13,68,3,Yes,81,3.5,1,3,41.7,5,9.4,Yes,10.0,No,Positive
MM0392,28,Male,MENA (Arab),Abu Dhabi,Bachelor's,Marketing,Marketing & Media,4.0,Junior,Employed,10100.0,Networking,Skills Gap,Instagram,Basic,7,10,58,4,No,42,4.4,24,3,36.1,3,6.9,Yes,3.0,No,Positive
MM0393,26,Female,Western,Ras Al Khaimah,Bachelor's,IT / Computer Science,Hospitality & Tourism,4.7,Junior,Employed,7900.0,Promotion,Skills Gap,University Partnership,Basic,10,11,36,4,Yes,83,3.4,1,4,21.2,6,5.0,Yes,7.0,Yes,Positive
MM0394,30,Male,East/SE Asian,Dubai,Diploma,Finance,Hospitality & Tourism,0.4,Student / Fresh Grad,Employed,4400.0,Salary Increase,Interview Preparation,Referral,Free,1,6,25,1,Yes,64,3.8,54,3,14.8,4,2.4,No,,,Limited
MM0395,31,Female,South Asian,Abu Dhabi,Bachelor's,Engineering,Logistics & Supply Chain,1.8,Entry-Level,Employed,4100.0,Job Placement,Limited Professional Network,LinkedIn,Basic,6,9,37,3,No,56,4.3,11,1,23.9,2,5.3,No,1.0,No,Positive
MM0396,29,Female,MENA (Arab),Sharjah,Bachelor's,Other,Real Estate,2.3,Entry-Level,Underemployed,4600.0,Skill Development,Limited Professional Network,Referral,Premium,8,18,85,2,Yes,91,3.3,1,5,27.7,6,8.5,No,4.0,Yes,Positive
MM0397,32,Male,MENA (Arab),Dubai,Bachelor's,IT / Computer Science,Finance & Banking,3.4,Junior,Employed,14000.0,Skill Development,Visa / Sponsorship,LinkedIn,Free,5,9,40,1,No,32,3.1,31,3,21.0,3,4.3,No,,,Limited
MM0398,29,Female,MENA (Arab),Dubai,Master's,Business,Technology / IT,5.2,Junior,Employed,14000.0,Skill Development,Interview Preparation,LinkedIn,Free,2,6,38,1,Yes,63,3.0,2,2,1.4,2,4.7,No,,,Positive
MM0399,31,Male,MENA (Arab),Dubai,Bachelor's,Business,Technology / IT,11.2,Mid-Level,Employed,21300.0,Promotion,Interview Preparation,Referral,Premium,7,15,85,1,Yes,75,2.6,1,3,26.8,4,7.0,Yes,3.0,No,Positive
MM0400,25,Female,South Asian,Sharjah,Bachelor's,Finance,Consulting,8.1,Mid-Level,Underemployed,10400.0,Promotion,Visa / Sponsorship,LinkedIn,Basic,7,7,27,1,No,72,3.2,41,2,6.7,2,3.9,No,5.0,No,Limited
MM0401,27,Female,African,Dubai,Bachelor's,Other,Technology / IT,2.7,Entry-Level,Unemployed,0.0,Skill Development,Limited Professional Network,LinkedIn,Free,3,8,30,1,No,52,3.0,20,2,15.9,2,3.1,No,,,Limited
MM0402,29,Female,South Asian,Abu Dhabi,Bachelor's,Arts & Humanities,Consulting,2.6,Entry-Level,Underemployed,3100.0,Networking,Interview Preparation,Referral,Basic,9,7,28,1,No,51,3.1,14,1,0.6,2,3.0,No,19.0,Yes,Limited
MM0403,32,Male,East/SE Asian,Dubai,Master's,Marketing,Hospitality & Tourism,7.6,Mid-Level,Underemployed,6100.0,Career Switch,Limited Professional Network,LinkedIn,Basic,12,18,99,2,Yes,81,3.5,16,5,3.8,7,3.7,Yes,6.0,No,Positive
MM0404,26,Male,MENA (Arab),Dubai,Bachelor's,Other,Logistics & Supply Chain,2.8,Entry-Level,Employed,9200.0,Promotion,Skills Gap,Instagram,Free,11,8,43,1,No,28,3.0,7,4,-2.4,5,2.4,No,,,Limited
MM0405,31,Female,South Asian,Abu Dhabi,Diploma,Marketing,Hospitality & Tourism,1.7,Entry-Level,Employed,4900.0,Skill Development,Skills Gap,LinkedIn,Free,3,4,16,1,Yes,67,2.9,21,0,-7.6,1,2.1,No,,,Limited
MM0406,27,Female,Western,Dubai,Bachelor's,Engineering,Construction,5.5,Junior,Employed,10500.0,Career Switch,Limited Professional Network,Referral,Basic,10,17,74,1,Yes,60,3.6,15,4,32.0,6,5.5,Yes,7.0,No,Positive
MM0407,27,Male,South Asian,Sharjah,Master's,Finance,Construction,3.5,Junior,Employed,5500.0,Job Placement,Skills Gap,University Partnership,Free,8,4,22,1,Yes,58,4.0,13,1,9.0,2,5.0,No,,,Positive
MM0408,32,Male,Western,Dubai,Bachelor's,Business,Technology / IT,0.7,Student / Fresh Grad,Student,0.0,Salary Increase,Limited Professional Network,LinkedIn,Basic,20,27,68,1,Yes,69,4.2,33,5,26.7,8,6.0,No,11.0,No,Positive
MM0409,20,Male,MENA (Arab),Sharjah,Bachelor's,Engineering,Consulting,2.2,Entry-Level,Employed,6700.0,Job Placement,Skills Gap,Google Search,Free,8,2,9,1,No,58,3.3,25,0,-2.4,1,4.7,No,,,Positive
MM0410,22,Female,South Asian,Dubai,Bachelor's,IT / Computer Science,Technology / IT,0.9,Student / Fresh Grad,Employed,8500.0,Job Placement,Limited Professional Network,LinkedIn,Basic,10,6,20,1,Yes,91,4.2,1,0,4.3,0,3.7,No,3.0,Yes,Positive
MM0411,21,Male,South Asian,Ras Al Khaimah,Bachelor's,Business,Logistics & Supply Chain,0.2,Student / Fresh Grad,Student,0.0,Skill Development,Skills Gap,Instagram,Free,12,6,27,1,Yes,46,2.9,10,2,-11.4,2,1.7,No,,,Limited
MM0412,20,Male,Western,Abu Dhabi,Master's,Other,Consulting,8.9,Mid-Level,Employed,22100.0,Job Placement,Skills Gap,Instagram,Premium,5,17,39,1,Yes,84,3.5,1,2,16.9,4,6.3,No,2.0,No,Positive
MM0413,25,Female,South Asian,Dubai,Bachelor's,Other,Technology / IT,3.0,Junior,Employed,8500.0,Job Placement,Limited Professional Network,LinkedIn,Premium,9,17,98,2,Yes,99,4.1,1,5,15.7,7,6.6,No,6.0,No,Positive
MM0414,32,Male,East/SE Asian,Dubai,Diploma,Engineering,Technology / IT,2.2,Entry-Level,Employed,8400.0,Job Placement,Interview Preparation,LinkedIn,Basic,18,17,64,1,Yes,66,3.3,30,2,19.3,4,5.3,Yes,6.0,No,Positive
MM0415,27,Female,Western,Dubai,Bachelor's,Marketing,Real Estate,1.8,Entry-Level,Underemployed,4500.0,Job Placement,Salary Negotiation,Google Search,Free,17,13,40,1,Yes,56,2.7,10,4,3.5,6,4.3,No,,,Positive
MM0416,29,Male,Western,Abu Dhabi,Master's,IT / Computer Science,Marketing & Media,2.8,Entry-Level,Employed,6200.0,Career Switch,Career Direction,Google Search,Basic,6,11,54,1,No,61,3.8,22,2,-9.4,4,3.8,No,3.0,No,Limited
MM0417,33,Female,South Asian,Abu Dhabi,Bachelor's,Business,Marketing & Media,1.8,Entry-Level,Employed,4300.0,Networking,Limited Professional Network,University Partnership,Free,16,16,64,2,No,57,3.0,21,3,19.1,3,4.2,No,,,Limited
MM0418,34,Female,Western,Dubai,Diploma,Engineering,Finance & Banking,1.2,Entry-Level,Employed,7800.0,Career Switch,Limited Professional Network,University Partnership,Free,5,0,0,0,No,0,0.0,5,0,-0.5,0,1.7,No,,,Limited
MM0419,28,Female,African,Dubai,PhD,Engineering,Technology / IT,1.9,Entry-Level,Unemployed,0.0,Career Switch,Visa / Sponsorship,Instagram,Free,7,2,2,1,Yes,59,3.9,34,1,12.5,0,2.4,No,,,Limited
MM0420,34,Male,South Asian,Abu Dhabi,Bachelor's,Engineering,Real Estate,7.1,Mid-Level,Employed,16100.0,Skill Development,Career Direction,LinkedIn,Basic,3,5,22,1,Yes,64,3.7,10,2,14.2,3,3.5,Yes,3.0,No,Positive
MM0421,28,Male,South Asian,Dubai,Master's,Business,Healthcare,5.4,Junior,Employed,14200.0,Career Switch,Skills Gap,LinkedIn,Premium,17,17,14,2,Yes,92,3.9,2,4,57.9,5,9.9,No,10.0,Yes,Positive
MM0422,24,Female,South Asian,Abu Dhabi,Master's,Business,Finance & Banking,1.9,Entry-Level,Employed,10500.0,Career Switch,Visa / Sponsorship,Instagram,Free,5,1,7,1,Yes,55,2.6,4,1,6.0,0,3.1,No,,,Limited
MM0423,25,Male,South Asian,Dubai,Master's,Business,Technology / IT,9.5,Mid-Level,Employed,16300.0,Career Switch,Salary Negotiation,Google Search,Basic,3,5,35,2,No,42,2.6,3,2,-8.6,1,2.4,No,6.0,No,Limited
MM0424,21,Male,Western,Abu Dhabi,Bachelor's,Arts & Humanities,Construction,2.6,Entry-Level,Underemployed,4800.0,Career Switch,Limited Professional Network,LinkedIn,Free,5,8,40,1,Yes,49,3.5,6,0,-15.0,1,1.6,Yes,,,Limited
MM0425,24,Male,MENA (Arab),Ras Al Khaimah,Bachelor's,Business,Hospitality & Tourism,1.4,Entry-Level,Employed,4900.0,Career Switch,Skills Gap,LinkedIn,Free,1,1,0,1,Yes,57,3.7,3,1,-10.6,0,4.5,No,,,Limited
MM0426,26,Female,MENA (Arab),Dubai,Master's,Engineering,Marketing & Media,3.6,Junior,Employed,8500.0,Job Placement,Skills Gap,Instagram,Free,9,9,61,1,No,63,3.6,20,2,-9.7,1,1.2,No,,,Limited
MM0427,32,Female,South Asian,Dubai,Master's,IT / Computer Science,Hospitality & Tourism,7.8,Mid-Level,Employed,11600.0,Salary Increase,Interview Preparation,University Partnership,Basic,14,6,28,1,No,48,3.0,2,0,-15.0,1,2.4,No,32.0,No,Limited
MM0428,36,Female,South Asian,Dubai,Master's,Engineering,Hospitality & Tourism,6.9,Mid-Level,Employed,9900.0,Salary Increase,Interview Preparation,Instagram,Premium,6,9,48,4,Yes,94,3.6,8,4,19.8,6,6.8,No,3.0,No,Positive
MM0429,21,Female,South Asian,Abu Dhabi,Bachelor's,IT / Computer Science,Healthcare,1.5,Entry-Level,Employed,3700.0,Networking,Visa / Sponsorship,Referral,Free,2,3,5,1,Yes,74,3.7,31,0,8.7,1,3.2,No,,,Positive
MM0430,30,Male,East/SE Asian,Dubai,Bachelor's,Business,Technology / IT,1.0,Entry-Level,Employed,8700.0,Job Placement,Interview Preparation,Instagram,Basic,10,9,5,1,No,61,2.8,20,1,26.4,1,4.1,No,5.0,No,Positive
MM0431,23,Male,MENA (Arab),Ajman,Bachelor's,Finance,Technology / IT,2.1,Entry-Level,Employed,9700.0,Skill Development,Skills Gap,Instagram,Free,9,7,23,2,No,27,3.1,17,2,-9.0,3,3.2,No,,,Limited
MM0432,30,Male,South Asian,Abu Dhabi,Bachelor's,Finance,Retail,4.1,Junior,Employed,6000.0,Promotion,Limited Professional Network,Instagram,Free,4,8,29,1,No,39,2.5,2,2,-1.2,3,3.5,No,,,Limited
MM0433,27,Female,Western,Dubai,Bachelor's,Marketing,Logistics & Supply Chain,4.9,Junior,Employed,11400.0,Job Placement,Career Direction,Google Search,Basic,4,11,56,1,Yes,65,3.0,1,2,-1.5,3,3.9,Yes,2.0,Yes,Positive
MM0434,20,Male,South Asian,Abu Dhabi,Master's,Finance,Marketing & Media,6.2,Mid-Level,Employed,11000.0,Salary Increase,Salary Negotiation,Google Search,Basic,13,18,97,1,Yes,87,3.8,4,4,26.7,6,5.9,Yes,2.0,No,Positive
MM0435,32,Female,South Asian,Dubai,Bachelor's,IT / Computer Science,Finance & Banking,3.2,Junior,Unemployed,0.0,Networking,Career Direction,Instagram,Free,2,4,13,1,No,45,3.5,18,1,18.3,1,3.0,Yes,,,Positive
MM0436,25,Female,South Asian,Abu Dhabi,Diploma,Engineering,Finance & Banking,3.2,Junior,Employed,10700.0,Job Placement,Interview Preparation,LinkedIn,Free,4,1,0,1,Yes,55,3.5,6,0,-6.3,0,2.5,No,,,Limited
MM0437,25,Male,African,Dubai,Bachelor's,Engineering,Technology / IT,3.1,Junior,Employed,9500.0,Salary Increase,Visa / Sponsorship,LinkedIn,Premium,6,12,55,1,Yes,82,3.1,1,3,16.8,4,4.2,No,7.0,No,Positive
MM0438,23,Female,Western,Abu Dhabi,Bachelor's,IT / Computer Science,Construction,5.7,Junior,Employed,12600.0,Job Placement,Skills Gap,LinkedIn,Premium,12,17,43,3,Yes,67,2.6,22,6,30.9,8,7.4,No,33.0,Yes,Positive
MM0439,25,Male,MENA (Arab),Ajman,Master's,Business,Logistics & Supply Chain,4.9,Junior,Employed,9200.0,Promotion,Visa / Sponsorship,LinkedIn,Premium,6,15,77,1,Yes,80,3.7,4,1,26.7,4,6.2,No,2.0,No,Positive
MM0440,30,Female,South Asian,Abu Dhabi,Bachelor's,Engineering,Hospitality & Tourism,1.5,Entry-Level,Underemployed,2700.0,Job Placement,Limited Professional Network,LinkedIn,Free,12,6,17,1,Yes,55,2.4,3,3,7.3,3,4.6,No,,,Positive
MM0441,27,Female,South Asian,Sharjah,Bachelor's,Finance,Retail,4.5,Junior,Employed,9700.0,Job Placement,Skills Gap,Referral,Basic,5,8,37,2,Yes,95,4.3,15,2,24.3,4,4.4,No,9.0,Yes,Positive
MM0442,30,Female,MENA (Arab),Dubai,Bachelor's,Business,Finance & Banking,5.4,Junior,Employed,14900.0,Salary Increase,Visa / Sponsorship,Google Search,Basic,9,14,48,3,Yes,63,2.9,1,3,20.3,3,6.7,No,5.0,No,Positive
MM0443,30,Male,South Asian,Sharjah,Bachelor's,Business,Healthcare,5.7,Junior,Unemployed,0.0,Promotion,Limited Professional Network,Google Search,Free,3,6,18,1,Yes,79,4.8,18,1,18.2,2,5.3,No,,,Positive
MM0444,34,Male,East/SE Asian,Abu Dhabi,Diploma,Finance,Technology / IT,3.5,Junior,Employed,11300.0,Job Placement,Salary Negotiation,Referral,Premium,10,24,62,1,Yes,70,3.1,2,4,30.8,5,6.4,No,4.0,Yes,Positive
MM0445,26,Male,Western,Abu Dhabi,Master's,Engineering,Technology / IT,3.4,Junior,Unemployed,0.0,Networking,Limited Professional Network,University Partnership,Free,3,5,34,1,Yes,64,3.7,14,0,1.3,0,1.6,No,,,Limited
MM0446,21,Male,MENA (Arab),Dubai,Master's,Healthcare,Retail,2.7,Entry-Level,Unemployed,0.0,Networking,Skills Gap,University Partnership,Free,2,2,16,1,Yes,67,3.1,6,2,21.4,1,3.9,No,,,Limited
MM0447,33,Male,Western,Dubai,Bachelor's,Arts & Humanities,Logistics & Supply Chain,2.9,Entry-Level,Underemployed,5500.0,Salary Increase,Salary Negotiation,LinkedIn,Premium,12,15,82,1,Yes,81,3.6,2,3,20.7,4,6.2,No,14.0,No,Positive
MM0448,26,Male,African,Abu Dhabi,Bachelor's,Other,Finance & Banking,8.5,Mid-Level,Unemployed,0.0,Salary Increase,Interview Preparation,LinkedIn,Free,3,2,20,1,No,51,3.4,8,0,-5.1,1,2.8,No,,,Limited
MM0449,33,Female,MENA (Arab),Dubai,Diploma,IT / Computer Science,Technology / IT,3.0,Junior,Underemployed,5900.0,Salary Increase,Limited Professional Network,LinkedIn,Free,3,3,0,1,Yes,70,4.0,6,2,-2.4,2,2.4,No,,,Limited
MM0450,30,Male,MENA (Arab),Abu Dhabi,Bachelor's,Engineering,Healthcare,1.6,Entry-Level,Underemployed,4200.0,Skill Development,Interview Preparation,University Partnership,Free,6,8,18,1,Yes,66,4.0,10,3,15.8,3,5.1,Yes,,,Positive
MM0451,27,Male,East/SE Asian,Sharjah,Bachelor's,Finance,Finance & Banking,3.6,Junior,Employed,12800.0,Career Switch,Salary Negotiation,LinkedIn,Basic,9,23,87,2,Yes,69,3.9,1,4,23.8,6,7.2,No,1.0,No,Positive
MM0452,30,Female,South Asian,Sharjah,Master's,Finance,Healthcare,4.8,Junior,Underemployed,5600.0,Salary Increase,Salary Negotiation,Instagram,Free,2,7,22,1,No,44,3.7,23,2,-14.1,1,1.0,No,,,Limited
MM0453,37,Female,East/SE Asian,Dubai,Diploma,Finance,Healthcare,5.6,Junior,Underemployed,8500.0,Job Placement,Visa / Sponsorship,Instagram,Basic,10,10,45,1,Yes,70,3.2,18,3,-0.7,4,2.6,No,10.0,Yes,Limited
MM0454,38,Female,South Asian,Ajman,Master's,Engineering,Technology / IT,1.2,Entry-Level,Employed,6700.0,Job Placement,Limited Professional Network,Referral,Basic,5,10,25,2,No,57,3.7,6,1,9.9,0,4.6,Yes,9.0,No,Positive
MM0455,28,Female,MENA (Arab),Dubai,Bachelor's,Business,Technology / IT,7.4,Mid-Level,Employed,20600.0,Career Switch,Interview Preparation,Referral,Free,2,1,4,1,No,48,3.1,11,1,-15.0,0,2.0,Yes,,,Limited
MM0456,29,Female,Western,Dubai,Bachelor's,Business,Technology / IT,4.7,Junior,Employed,14700.0,Career Switch,Limited Professional Network,Google Search,Free,5,4,16,1,Yes,63,3.9,10,1,15.0,1,4.7,No,,,Limited
MM0457,33,Female,MENA (Arab),Sharjah,Bachelor's,Business,Construction,7.1,Mid-Level,Employed,14300.0,Skill Development,Salary Negotiation,Referral,Basic,6,1,10,4,Yes,58,3.5,19,3,38.8,3,5.4,Yes,12.0,No,Positive
MM0458,24,Male,MENA (Arab),Dubai,Bachelor's,Business,Real Estate,0.8,Student / Fresh Grad,Unemployed,0.0,Salary Increase,Interview Preparation,Google Search,Free,8,8,39,1,No,41,3.5,8,1,4.0,2,2.7,No,,,Limited
MM0459,30,Female,MENA (Arab),Dubai,Bachelor's,Arts & Humanities,Healthcare,5.9,Junior,Employed,10200.0,Promotion,Salary Negotiation,LinkedIn,Free,19,11,36,1,Yes,69,3.7,26,4,0.2,5,5.6,No,,,Positive
MM0460,28,Male,South Asian,Dubai,Master's,Business,Technology / IT,1.1,Entry-Level,Underemployed,4600.0,Promotion,Career Direction,Google Search,Free,6,4,23,1,Yes,42,3.6,4,1,-15.0,3,1.3,No,,,Limited
MM0461,30,Male,South Asian,Dubai,Bachelor's,Finance,Consulting,2.3,Entry-Level,Underemployed,4700.0,Career Switch,Interview Preparation,Referral,Premium,11,11,58,3,Yes,91,3.4,19,3,17.9,6,7.6,Yes,2.0,No,Positive
MM0462,24,Male,South Asian,Abu Dhabi,Diploma,Other,Finance & Banking,4.8,Junior,Employed,14200.0,Skill Development,Career Direction,LinkedIn,Basic,3,8,28,3,Yes,66,2.7,1,2,36.4,3,6.3,Yes,8.0,No,Positive
MM0463,20,Male,MENA (Arab),Dubai,Bachelor's,Engineering,Finance & Banking,1.0,Entry-Level,Underemployed,3000.0,Job Placement,Interview Preparation,University Partnership,Free,12,9,33,1,No,65,4.0,9,3,26.0,4,5.2,No,,,Positive
MM0464,20,Female,MENA (Arab),Dubai,Bachelor's,IT / Computer Science,Marketing & Media,1.8,Entry-Level,Underemployed,3000.0,Job Placement,Limited Professional Network,University Partnership,Free,5,6,18,1,No,61,4.1,23,1,-1.9,2,4.4,No,,,Limited
MM0465,23,Male,South Asian,Abu Dhabi,Bachelor's,Marketing,Marketing & Media,0.8,Student / Fresh Grad,Student,0.0,Skill Development,Salary Negotiation,Google Search,Free,2,4,26,1,Yes,59,3.4,26,3,11.1,2,4.0,No,,,Limited
MM0466,26,Male,East/SE Asian,Dubai,Bachelor's,Engineering,Technology / IT,4.7,Junior,Underemployed,10000.0,Promotion,Interview Preparation,University Partnership,Free,12,5,6,1,No,48,3.7,4,2,6.7,3,3.4,No,,,Limited
MM0467,27,Male,South Asian,Abu Dhabi,Diploma,IT / Computer Science,Real Estate,1.4,Entry-Level,Employed,7100.0,Career Switch,Career Direction,Instagram,Free,5,2,4,1,No,64,2.7,19,0,-15.0,2,1.0,No,,,Limited
MM0468,37,Female,MENA (Arab),Ajman,Bachelor's,Healthcare,Retail,2.9,Entry-Level,Unemployed,0.0,Career Switch,Visa / Sponsorship,LinkedIn,Basic,12,11,49,1,No,70,3.2,14,3,21.5,2,4.4,No,3.0,No,Positive
MM0469,33,Male,South Asian,Abu Dhabi,Master's,Marketing,Finance & Banking,3.8,Junior,Employed,11800.0,Job Placement,Visa / Sponsorship,LinkedIn,Basic,22,12,55,1,Yes,80,3.7,16,3,36.5,4,6.1,No,3.0,No,Positive
MM0470,23,Female,South Asian,Sharjah,Master's,Healthcare,Technology / IT,3.5,Junior,Employed,9900.0,Skill Development,Salary Negotiation,Google Search,Free,1,4,16,1,No,60,2.6,61,0,-4.3,2,2.4,No,,,Limited
MM0471,30,Female,Western,Dubai,Diploma,Other,Real Estate,3.3,Junior,Employed,7800.0,Career Switch,Limited Professional Network,Google Search,Free,3,1,0,1,No,40,2.4,65,1,4.1,1,1.0,No,,,Limited
MM0472,26,Male,MENA (Arab),Sharjah,Bachelor's,Engineering,Technology / IT,3.3,Junior,Employed,11600.0,Career Switch,Interview Preparation,University Partnership,Free,10,4,26,1,Yes,64,3.5,31,2,20.8,3,5.2,No,,,Positive
MM0473,27,Female,South Asian,Dubai,Bachelor's,Marketing,Consulting,0.8,Student / Fresh Grad,Unemployed,0.0,Salary Increase,Skills Gap,Google Search,Free,6,3,18,2,Yes,55,3.1,6,3,18.6,1,5.6,No,,,Positive
MM0474,29,Male,African,Dubai,Bachelor's,Finance,Consulting,2.4,Entry-Level,Employed,8900.0,Skill Development,Limited Professional Network,Referral,Free,1,0,1,0,No,0,0.0,9,1,-5.0,2,2.8,No,,,Limited
MM0475,31,Male,Western,Abu Dhabi,Bachelor's,Finance,Hospitality & Tourism,3.3,Junior,Employed,8900.0,Job Placement,Limited Professional Network,LinkedIn,Basic,6,9,39,2,Yes,72,3.4,11,6,26.0,7,5.3,Yes,3.0,No,Positive
MM0476,26,Female,Western,Dubai,Diploma,Marketing,Healthcare,3.0,Junior,Employed,9100.0,Skill Development,Salary Negotiation,LinkedIn,Basic,6,14,44,3,No,55,2.7,5,4,25.0,5,5.3,Yes,8.0,No,Positive
MM0477,33,Female,East/SE Asian,Sharjah,Diploma,Marketing,Real Estate,2.6,Entry-Level,Unemployed,0.0,Job Placement,Limited Professional Network,Instagram,Free,5,7,17,1,No,49,3.2,6,3,-15.0,3,1.0,Yes,,,Limited
MM0478,23,Male,East/SE Asian,Abu Dhabi,Bachelor's,Arts & Humanities,Marketing & Media,1.6,Entry-Level,Employed,6200.0,Job Placement,Salary Negotiation,Google Search,Free,3,6,28,1,Yes,57,3.4,26,1,9.0,2,2.8,No,,,Limited
MM0479,28,Female,South Asian,Ajman,Bachelor's,Engineering,Finance & Banking,3.5,Junior,Employed,9300.0,Skill Development,Interview Preparation,LinkedIn,Basic,16,15,38,1,No,48,3.0,1,6,12.4,6,3.9,Yes,12.0,No,Positive
MM0480,40,Male,MENA (Arab),Dubai,Master's,Finance,Technology / IT,4.0,Junior,Employed,,Job Placement,Interview Preparation,University Partnership,Free,1,0,3,0,Yes,0,0.0,1,0,-15.0,0,2.5,No,,,Limited
MM0481,29,Male,MENA (Arab),Dubai,Diploma,Engineering,Consulting,2.0,Entry-Level,Unemployed,0.0,Career Switch,Skills Gap,Referral,Free,7,11,52,1,Yes,63,3.4,22,5,1.3,6,3.4,No,,,Limited
MM0482,35,Female,South Asian,Abu Dhabi,Bachelor's,Finance,Technology / IT,5.6,Junior,Employed,15500.0,Salary Increase,Limited Professional Network,Instagram,Basic,5,12,72,2,No,46,3.7,17,5,36.6,7,6.7,No,3.0,No,Positive
MM0483,28,Female,South Asian,Dubai,Bachelor's,Marketing,Finance & Banking,7.5,Mid-Level,Employed,17900.0,Skill Development,Salary Negotiation,University Partnership,Free,3,0,4,0,No,0,0.0,3,0,-15.0,0,1.3,No,,,Limited
MM0484,31,Female,South Asian,Dubai,Master's,Healthcare,Real Estate,2.9,Entry-Level,Underemployed,5100.0,Salary Increase,Limited Professional Network,Referral,Free,13,13,54,3,Yes,76,2.6,3,5,32.8,5,9.5,Yes,,,Positive
MM0485,28,Male,MENA (Arab),Abu Dhabi,Master's,IT / Computer Science,Consulting,1.5,Entry-Level,Employed,8400.0,Salary Increase,Visa / Sponsorship,Google Search,Free,5,4,1,1,Yes,71,3.0,12,2,23.9,1,4.1,No,,,Positive
MM0486,27,Female,Western,Ras Al Khaimah,Bachelor's,IT / Computer Science,Finance & Banking,1.0,Entry-Level,Unemployed,0.0,Career Switch,Career Direction,Instagram,Free,7,5,30,1,No,45,3.7,16,1,5.1,2,3.3,No,,,Positive
